OBJECTID,X,Y
125,-80.5088762,35.0916597
126,-78.2594764,35.2703277
127,-80.585323,34.8746161
128,-80.7868348,34.989797
129,-80.7432161,35.0359158
130,-83.7242326,35.2283695
131,-80.7868356,34.9897973
132,-78.2788302,33.9265592
133,-81.5290384,35.2219827
134,-75.8656046,36.5170882
136,-78.2359967,36.436743
137,-79.8759264,35.8400171
140,-81.886007,35.4563459
141,-80.7153137,36.3859764
142,-80.789168,36.398277
143,-80.7794919,36.3341446
144,-80.740212,36.5114279
145,-80.6395426,36.5433952
146,-80.6347551,36.4995477
147,-80.6096204,36.4933317
148,-81.0036685,35.1451374
149,-80.7765192,35.0943151
150,-80.6053154,36.5149115
151,-80.3704903,35.1324912
152,-77.0528838,35.547344
154,-80.8475187,35.5396264
155,-80.9402765,35.8689782
156,-81.4276894,35.7152165
157,-80.8530455,35.8530421
158,-80.7720189,35.9567871
159,-80.8623004,36.0219879
160,-80.8144863,35.756605
161,-80.8049908,35.8072128
162,-78.1629213,35.4692116
163,-82.9118876,35.5325818
164,-82.9118826,35.5325824
165,-81.5240965,35.7497285
166,-81.3052761,35.4207835
167,-81.2584799,35.4719082
168,-81.1166386,35.5399216
170,-80.9435466,35.8067559
171,-80.9895343,35.4427519
172,-78.5794596,35.5120924
173,-82.9553133,35.682728
174,-80.9190554,35.7865058
175,-80.8585238,35.779634
176,-80.8089479,35.5518636
177,-80.1180045,36.1335051
178,-81.6525012,35.727429
179,-81.7790483,35.7284606
180,-77.7412592,35.9030021
181,-78.6586886,36.2572297
182,-77.3551992,35.063459
183,-81.3595229,35.5140283
184,-81.035423,35.5345916
185,-80.7498647,35.8318111
186,-83.2926833,35.3987203
187,-77.6387081,35.7903027
188,-80.8068589,35.5860161
189,-81.8959252,35.9745417
190,-78.552785600000007,36.1073389
191,-83.2049542,35.327721
192,-80.908383,35.5674219
193,-80.8689477,35.5919308
194,-80.8889544,35.7815633
195,-78.9130808,36.0886056
196,-82.8406658,35.5326432
197,-80.8404869,35.9516033
198,-80.7873947,35.5864202
200,-81.0868067,35.4627603
201,-77.2234963,35.0067997
202,-80.2794828,36.1701775
203,-79.1975382,35.2491969
204,-80.4817205,36.3785718
205,-79.7427197,36.3846486
206,-79.8865655,36.1326456
207,-79.6153021,36.1587653
208,-78.7212268,36.2000118
209,-77.9808016,35.4355462
210,-78.3963723,36.0209372
211,-81.1921071,35.9697341
214,-81.0911781,35.9021122
215,-79.5862119,35.4338828
216,-77.9076602,36.0392233
217,-79.4063882,35.3278037
219,-78.7999534,35.357664
220,-80.7747424,36.1226579
221,-80.6575919,35.2438573
222,-81.306201,35.8413117
223,-81.2620175,35.9212248
224,-81.2630975,36.4125512
225,-81.3033024,36.5491505
226,-79.9865309,34.9682816
227,-80.2650612,34.9932465
229,-81.4822111,36.4249887
230,-81.4940521,36.3966304
231,-80.598545,35.3722168
232,-80.6627483,35.3243861
233,-77.0736688,35.5599795
234,-80.0997154,36.0860662
236,-78.4882275,35.8021352
237,-78.5512463,35.2432715
238,-77.9905443,36.0905397
239,-79.1945569,34.5746311
240,-80.1430098,34.8664191
241,-81.044737,35.86132
242,-81.1730403,35.9214232
243,-77.1139583,36.2294081
244,-76.9323127,36.2251379
245,-76.9519258,36.0830599
246,-78.7298956,34.6552965
247,-78.7906964,34.737734
248,-78.8763054,34.8096939
249,-78.4867601,36.036251300000004
259,-78.1938998,36.2071892
260,-78.2982905,36.0978636
262,-78.1683352,36.053348
263,-80.0856134,35.8810749
264,-79.9553589,36.1524761
265,-79.7927305,36.1920029
266,-81.1081629,36.0074293
267,-81.1844839,35.8400271
268,-81.380585,36.3456786
270,-81.4823901,36.4073761
271,-79.9358361,35.9977992
273,-79.5637552,36.0701998
274,-80.0780109,35.8502499
275,-80.0182051,35.5552478
276,-78.4840781,35.1966821
277,-77.9070952,36.4366681
278,-77.6177903,36.4318762
279,-77.7706268,36.0481143
280,-77.8151722,35.9657384
281,-77.7871401,36.00448
282,-77.8485205,35.9525646
283,-77.8050297,35.935754
284,-77.7539665,35.9467723
285,-77.5742411,35.8956648
286,-78.3220745,34.4660014
287,-78.6114586,34.627404
288,-77.8202098,35.6057277
289,-78.0088824,35.6451878
290,-77.96362,35.3449229
291,-78.0743604,35.4140834
292,-77.9204445,35.3891583
293,-77.9839344,35.4954453
294,-76.9187894,35.132915
295,-76.651632,35.1434468
296,-76.8252675,35.0249535
297,-77.4761404,34.5245855
298,-77.5114068,34.7466998
299,-77.522745,34.8270578
300,-77.3702287,34.794094
301,-77.3208525,34.7216707
303,-77.6276644,34.7770846
304,-77.4285615,34.7538375
305,-77.2571424,34.7111005
306,-77.5514662,34.6955112
307,-77.4624418,34.832908
308,-77.2350252,34.8868699
309,-77.9184943,34.2881585
310,-77.9387802,34.2364961
311,-77.8258081,34.2604038
312,-77.8154891,34.2767262
313,-77.8958029,34.1346703
315,-77.9010624,34.3500458
316,-77.3027913,35.9642949
317,-77.034242,35.7386073
321,-77.5096105,35.2168473
322,-75.9790002,35.112731
323,-76.0065555,35.5098453
324,-77.0982337,36.2471378
325,-77.0065934,36.5013565
326,-77.5953902,36.4266372
327,-77.4209457,36.1299455
328,-77.6547425,36.4618851
329,-77.7035949,36.4093471
330,-77.3972309,36.029898
331,-76.6044417,36.3467516
332,-76.7514566,36.4026532
333,-76.7709208,36.5029953
334,-77.5376802,35.8987838
335,-77.4569686,35.8191519
336,-78.0921519,34.9981028
337,-75.5422813,35.2676446
340,-76.6109249,36.0686287
341,-77.128818,34.7882382
342,-76.4159505,34.8551792
343,-76.5999109,34.9601664
344,-76.8242623,34.6951399
345,-76.3400583,34.8815179
346,-78.0882329,34.148807
347,-78.512035,33.8838927
348,-78.0942098,33.9430554
349,-78.3787495,33.9254944
350,-78.439915,33.8998802
352,-78.009711,34.2563821
354,-78.4377088,34.4396713
355,-76.9393837,36.1090637
356,-76.7851067,35.6760048
357,-82.4766022,35.5516868
358,-77.8672818,35.3866384
359,-78.0623237,35.2013026
360,-78.0473034,35.3358304
361,-78.0708489,35.4689918
362,-77.9019673,35.3399051
363,-77.9808894,35.2984324
364,-77.9025228,35.4893148
365,-76.3944749,35.8695982
366,-76.6223017,35.8749396
367,-76.4656051,35.8302764
368,-78.2619446,34.8737578
369,-78.3975584,34.7852066
370,-77.5845669,35.5975851
371,-77.1391542,35.5883386
372,-77.5130942,35.591233
373,-76.5520995,36.2675606
374,-76.4731289,36.1901747
375,-76.4793412,36.1117471
376,-77.9790681,34.6897101
377,-77.8822661,34.4431697
378,-79.993062,35.9977179
379,-79.1495376,36.4988225
380,-80.5657732,35.0070778
381,-81.431378,35.7712304
383,-81.4399003,35.8025862
384,-81.3704249,35.8186461
385,-81.4029402,35.9069117
386,-81.5923471,35.8740097
387,-81.5636753,35.9985349
388,-81.482953,36.0280841
389,-79.2142321,36.403681
390,-79.2060939,36.5385093
391,-79.4743693,36.502645
392,-79.2145497,36.2984845
393,-79.4667768,36.3068848
394,-81.0754468,35.7090739
395,-81.0912346,35.6412298
396,-81.1796285,35.7893443
397,-81.2493574,35.7710112
398,-81.2774568,35.7547987
399,-81.3783038,35.6805079
400,-81.3790741,35.729356
401,-81.2151113,35.5765131
402,-81.2271845,35.6835945
403,-81.1273287,35.5838184
404,-81.4767858,35.5888242
405,-75.9249884,36.5074782
406,-77.0292748,34.6664339
409,-75.8133552,36.3317305
410,-80.1872187,35.8161513
411,-80.2636182,35.6595053
413,-79.5036657,36.389321
415,-81.4743155,35.8248587
418,-75.7961952,36.2764543
419,-78.3284845,33.9674894
420,-79.1160107,35.8458776
421,-78.1142592,33.9108224
423,-79.016348,35.8153315
424,-79.0954287,35.8012321
425,-76.1743006,36.5235887
426,-81.9298831,36.0880541
428,-81.5171219,35.8787766
429,-81.4134387,35.9826621
430,-79.210862,35.8475868
431,-78.5664392,33.8928183
432,-81.5428519,35.9375602
433,-81.537501700000007,35.914891
434,-79.4585396,34.7825582
436,-76.2990768,34.9744911
437,-76.0761865,36.4509501
438,-80.7500572,35.3030355
439,-80.8222063,35.2026369
440,-80.8390068,35.087594
441,-80.7823435,35.1382836
442,-80.8613575,35.2371806
443,-80.7643033,35.3741654
444,-80.7752435,35.2375011
445,-80.9650832,35.315206
446,-80.8343753,35.2227554
447,-80.87508,35.1734967
448,-80.0144661,36.0175803
449,-80.7974213,35.1758612
450,-80.7610345,35.0646325
451,-80.805152,35.2470829
452,-80.7177382,35.2757937
453,-80.8920309,35.2576343
454,-80.911627,35.308022
455,-80.7958318,35.2891229
456,-80.8390761,35.2320801
457,-80.3273403,35.8502499
458,-80.7575718,35.1796068
459,-80.7235113,35.2194066
460,-80.8475814,35.1400005
461,-80.7613054,35.3377318
462,-80.136725,35.8784945
463,-80.7123631,35.3219311
464,-80.8327541,35.0357236
465,-80.8112828,35.2187288
466,-80.8671964,35.3255082
467,-80.9402233,35.1320412
468,-80.8500055,35.4982714
469,-78.5751684,33.9536691
470,-81.0121483,36.4317213
471,-80.8429061,35.4094742
472,-80.0239644,35.9803677
473,-80.7370021,35.1644593
474,-78.7646558,36.1397974
475,-79.8708523,35.8881914
476,-80.0011409,35.8978354
478,-82.2261751,35.3197786
479,-79.9401412,35.833489
480,-80.0072064,35.8615799
481,-80.8262402,35.3319025
482,-78.4090624,36.3231734
483,-79.2715162,35.3269709
484,-80.8915431,36.2594983
485,-81.2678051,36.0571555
486,-78.083273,36.4386662
487,-79.6540561,35.2926188
488,-78.218761,36.3131775
489,-80.8255805,35.0447881
490,-80.8246237,35.2516306
491,-77.405592,34.7333041
492,-81.0906738,36.2008829
493,-80.9401706,35.2649955
495,-81.1596223,36.1422491
497,-81.1690895,36.2222859
498,-81.1122054,36.152086
499,-81.0205065,36.2068825
500,-81.0402715,36.3393615
501,-81.0430663,36.1258475
503,-79.9565502,35.773842
504,-83.7972955,35.3178168
505,-77.4502548,34.5913565
506,-77.3162432,34.6519225
507,-77.444197,34.7182724
509,-77.338002,34.6708581
510,-77.3637541,34.5786183
511,-77.4574385,34.7337544
512,-77.354099,34.675791
513,-77.3405838,34.7273081
514,-77.4880357,34.6126887
515,-77.3780647,34.7090967
517,-78.0228257,34.8226614
518,-81.2241054,36.325928
519,-79.7732076,35.6931005
520,-79.8048635,35.8173595
521,-79.8065683,35.8893389
522,-80.628696,36.3455249
523,-79.1650499,35.2006466
524,-79.059099,35.963756
525,-79.0235259,35.9069506
526,-79.0300098,35.9348722
527,-81.1533882,36.1483066
528,-81.3330511,36.3702509
529,-79.5732375,35.2709334
530,-78.0575423,36.0808397
532,-78.2055337,35.7884173
533,-77.97058,35.9709825
534,-78.0878108,35.8656534
535,-77.8622813,36.1136109
536,-79.6494277,35.7330539
537,-78.3021542,36.3365429
538,-78.1826992,34.9976774
539,-77.6040873,36.5174228
540,-77.8260527,35.9059997
541,-77.8530842,35.97364
542,-80.6812917,35.0718723
543,-81.1200143,36.0724173
544,-81.255011,36.1165625
545,-81.0191248,36.1523376
546,-81.1116234,36.3490043
548,-75.8868235,36.2480908
549,-80.9887338,35.5225423
550,-78.2567596,35.959126500000004
551,-78.416883,36.3202257
552,-78.4811051,36.2846845
553,-78.441318,36.2226626
554,-77.9818265,36.2900116
555,-77.8459242,35.227054
556,-79.6584005,36.2096876
557,-79.7067995,36.0205094
558,-80.7253208,35.1134595
560,-78.6764683,35.3266486
562,-80.0016953,35.9659257
563,-78.3009237,35.7325415
564,-77.752875,36.0485169
566,-77.8737151,35.913915
567,-78.3999436,36.2763144
568,-79.874325,35.6321743
569,-78.1154567,35.9418403
570,-77.9905437,36.0905393
571,-77.8737135,35.9139148
572,-77.9505089,35.8806159
573,-78.1154587,35.9418418
574,-78.7395988,35.5116892
575,-78.8831685,35.3124887
576,-81.002587,35.0964378
577,-80.9357655,35.1921178
579,-80.9589818,36.3146095
580,-78.7953256,34.7353786
581,-79.7389655,35.6816179
582,-79.7746258,35.5411095
583,-80.6730868,36.3104129
584,-80.6029607,36.5494501
586,-80.3287599,35.1057092
587,-80.5088724,35.0916585
588,-80.4071127,34.9113384
589,-79.0730082,34.8898584
590,-78.0485267,35.5845938
591,-78.1547942,35.2067256
592,-81.1817551,36.0916395
593,-81.1350507,35.2213843
594,-80.8694988,36.5294565
595,-77.118485,35.605583
596,-78.8501962,35.988654
597,-80.4313562,34.8388773
598,-81.1620479,35.2704921
600,-80.6949246,34.8636886
601,-79.779459,35.3590137
602,-80.0018994,35.2139896
603,-80.1377517,35.5036821
604,-80.9413916,36.2185829
605,-79.4748954,35.1095534
606,-79.3788712,35.2429081
607,-78.6396141,34.9999064
608,-80.5328173,35.0426372
609,-79.9961795,35.6395386
610,-78.5981226,34.9156463
611,-81.3066608,36.2541832
612,-81.6533498,36.2025951
613,-79.2808798,35.2549544
614,-77.6328731,35.8589669
615,-79.9065273,36.4669215
616,-78.6845873,35.9427684
617,-78.8607849,35.7357667
618,-79.9723837,36.5326888
619,-78.1367197,35.1158759
620,-81.1843664,36.1626439
621,-79.8488445,36.3108753
622,-80.5700999,36.5126712
626,-78.8465983,35.8838304
627,-76.1904251,36.2622759
628,-77.0889393,36.3060613
629,-76.7865044,36.3014182
630,-80.4439461,36.0110694
631,-82.0564083,35.2259892
632,-82.1965546,35.2516615
634,-82.1621686,35.2992724
636,-82.241795,35.2118672
637,-78.9850991,35.9406262
638,-77.629885,34.3658826
639,-76.3262955,36.2349506
640,-77.6969795,34.3792567
641,-82.0047908,35.2106693
642,-80.5175858,35.8163811
643,-76.4407226,36.2142888
644,-78.7925883,36.025963
646,-82.0072353,35.6843917
647,-82.0096235,35.6835552
648,-82.0198082,35.6904788
649,-81.9988552,35.7308634
650,-77.4445462,35.5685163
652,-82.180096,35.6295122
653,-79.3178541,34.976562
654,-79.18666,35.0212125
655,-79.2456865,34.9902125
656,-79.1179503,35.0259652
657,-79.2053672,34.8800329
658,-77.2082841,35.9442187
662,-77.2990698,35.5540805
663,-77.2990998,35.5535403
664,-77.0621153,35.8441873
667,-79.1859979,34.9930767
668,-79.1511366,34.9257792
669,-81.96826,35.7015155
673,-81.9402421,35.7213768
675,-79.7744154,35.1259556
676,-77.2754566,35.5746505
677,-79.1300707,36.3296671
678,-82.8785417,35.8989501
679,-82.5697377,35.8253302
680,-79.1565069,35.4570907
682,-79.0583507,35.4629543
683,-79.1334566,35.604897
684,-79.2199086,35.4310411
685,-79.2198279,35.4813847
686,-79.116819,35.4151068
688,-79.0294484,35.9780894
689,-77.6958428,35.4029433
690,-79.060564,35.8853908
691,-79.0997037,36.0742403
692,-79.1933941,35.9801513
693,-79.1044869,36.1371541
694,-79.0710869,36.0140124
695,-82.5484027,35.8277049
696,-82.5458407,35.9167519
697,-77.6378021,34.7816363
698,-79.0571978,35.9159813
699,-82.8263033,35.8926371
700,-77.4719519,34.669488
701,-77.9102566,33.9999813
702,-77.4851546,34.7267643
703,-77.4298555,34.7702316
704,-79.7619697,35.0715077
705,-77.4489164,34.5597017
706,-79.6339843,35.1435017
707,-79.7457325,34.9886162
708,-79.7641217,34.9075591
709,-79.7718873,34.9370265
710,-79.113233,34.4944316
711,-79.1108296,34.4957826
712,-79.0296802,34.5415422
713,-78.9232911,34.5921363
714,-79.0089634,34.6222909
715,-77.3788507,34.7603177
716,-77.8390895,34.2093417
717,-77.860636,34.1834376
718,-77.8573067,34.2427571
719,-77.8909945,34.1875072
720,-77.8764251,34.208094
721,-77.9046001,34.2201441
722,-77.828292,34.2335963
723,-77.9243346,34.1980025
724,-77.2571421,34.7111014
725,-77.9224541,34.171738
726,-79.740064,34.9640868
727,-77.6045795,34.8319537
728,-77.4925225,34.4577824
729,-79.6894996,34.9777461
730,-77.8971933,34.2436404
731,-77.4011199,34.7960229
732,-81.9373652,36.2051508
733,-82.8741698,35.7680527
734,-79.555442,35.4649729
735,-79.0708258,35.909564
736,-81.9605415,35.3686805
737,-79.608868,34.7596709
738,-79.4424806,34.7003128
739,-80.1910812,35.3859622
740,-80.2162546,35.3548788
741,-80.3039607,35.3821476
742,-80.2221437,35.2289336
743,-78.8505715,35.7318234
744,-78.7074905,35.6722521
745,-78.770049,35.6941968
746,-78.7392609,35.7451421
747,-78.7882205,35.7026858
748,-78.7646669,35.7769393
749,-78.7797545,35.7415522
750,-78.8517806,35.7892333
751,-78.6358046,35.6923372
752,-78.6133662,35.7094998
755,-78.9316073,35.6733788
756,-78.5542384,35.7811579
757,-78.6423519,35.9454972
758,-78.6411629,35.6306681
759,-78.5071485,35.9747336
760,-78.5792553,35.9337988
761,-78.3780133,35.7902929
762,-78.3118086,35.8219928
763,-78.3546932,35.8850537
765,-77.8782517,35.541655
766,-77.9104031,35.3843007
767,-77.9871418,35.3648423
768,-77.9825881,35.4100673
769,-78.5327755,35.9417542
770,-79.3478779,35.3196704
771,-78.7231866,35.6200124
773,-83.6474683,35.2097571
774,-80.4250142,35.2578982
775,-78.8760973,35.824339
778,-78.7267659,35.8969509
779,-78.7209658,35.9301303
780,-78.6624184,35.8706406
781,-78.4405981,35.8446007
782,-79.5728503,35.2711341
783,-79.4690582,35.2005165
784,-79.3975457,35.2344019
785,-79.4225249,35.1418599
786,-79.3965655,35.1782106
787,-79.2803234,35.2553961
789,-78.457318,35.9225535
792,-81.3660554,36.2237475
793,-77.5845664,35.5975846
797,-80.5708025,36.4897215
799,-82.6548061,35.1494919
800,-79.9749216,36.3383305
801,-79.5473688,34.8134551
802,-80.8423209,36.2333807
803,-80.6626905,36.1407623
804,-79.9711102,36.3881409
805,-80.2272474,36.2860157
806,-76.2476863,35.9208405
807,-78.8470897,36.4851684
808,-82.7575972,35.2290917
809,-79.7403564,36.5020906
811,-80.5553139,36.4671082
812,-81.2349373,36.1876733
813,-78.2661062,36.4154528
814,-76.4935026,35.95071
815,-80.7077497,36.3801355
816,-79.6963659,36.5183335
817,-80.3293545,36.3530896
818,-79.6963659,36.5183334
819,-80.8477899,36.2600511
821,-78.0743643,35.4140845
823,-80.2778113,35.3040581
825,-78.9349363,36.0113615
826,-78.8650508,36.3888235
827,-78.9380109,36.4951113
828,-79.047294,36.4568975
829,-78.9506327,36.2841551
830,-78.6093472,35.9835221
831,-81.7763994,36.1568117
832,-81.8107142,36.1925316
833,-81.6564035,36.269996
834,-81.5602359,36.2020539
835,-80.8757359,36.3311673
836,-78.9142829,36.5033941
837,-79.0441101,36.5419416
838,-81.8494876,36.2957259
839,-78.1656089,35.2969584
840,-81.7614062,36.3252023
841,-81.5371906,36.2425709
842,-79.8655668,36.4495206
843,-79.6553515,36.435901200000004
844,-77.906059,36.5307908
845,-80.4998276,36.302791
846,-80.4469547,36.4736571
847,-78.092745,34.9979049
848,-77.8734321,35.1133348
849,-78.9308277,35.9835239
850,-77.7779211,34.9256976
851,-80.6211561,35.1151674
852,-80.6344285,36.4448595
853,-79.5453612,36.4470141
854,-78.1710535,36.4888134
855,-77.8206755,34.832477
856,-79.0513804,36.2727628
858,-79.7601757,36.5163831
859,-78.2195791,35.1388676
860,-80.7081944,36.2311299
861,-80.7444923,34.9307083
862,-80.5733169,35.0041907
863,-81.1172116,35.3986892
864,-81.0868068,35.4627607
865,-81.0501082,35.5030479
866,-78.5865894,35.7780206
867,-78.8970729,35.986475
868,-78.5014318,35.0219024
869,-77.6465321,36.4251894
870,-78.1557932,36.3956962
871,-80.7214394,36.0607534
872,-80.1774867,35.320389
873,-79.8275344,35.6335483
874,-84.2234702,35.1055869
875,-81.5199308,35.4793831
876,-80.5914377,36.2291163
877,-81.2025128,35.2352785
878,-80.1722668,36.1133379
879,-81.5306275,35.3025
880,-79.7123576,35.6451775
881,-76.7329947,35.8630173
882,-77.7528767,36.0485177
883,-79.6173252,36.3650025
884,-79.34059,36.2658872
885,-81.5306275,35.3026858
886,-82.0158945,35.980349
887,-81.4028829,35.2426117
888,-79.7304328,36.290328
889,-81.1345655,35.2406381
890,-78.5893451,36.3110673
893,-78.6424379,36.0345275
894,-78.7889304,35.7869883
896,-81.5609251,35.2878745
897,-81.1724722,35.2435617
898,-77.8958921,35.4387787
899,-77.5258834,35.8902971
900,-78.3812999,33.9745354
901,-80.1210349,36.1323259
902,-80.064497,36.1046097
903,-77.0595117,35.8521259
904,-78.7978578,35.581664
906,-79.0681542,35.2769019
907,-78.7316944,35.3987465
908,-80.5591334,36.4027665
909,-80.558153,35.2979752
910,-80.4486819,34.9836262
913,-78.3976463,35.1756578
914,-77.9076595,36.0392241
916,-80.155032,35.2484261
917,-80.3546182,35.2685537
918,-80.2180037,35.4386205
920,-81.9568902,35.8623245
921,-83.8235922,35.1986122
923,-77.853949600000007,36.0080932
925,-76.936954600000007,34.8005591
926,-84.0199921,35.1030669
929,-77.854004,36.4757891
930,-82.3825259,35.5431823
932,-79.3356481,36.4027985
933,-77.5054488,35.2118853
934,-78.1168948,35.7793199
935,-78.8666018,35.5170515
936,-78.8666028,35.517053
938,-82.5512844,35.5982647
939,-80.975604,36.067468
940,-81.6711517,36.1312749
941,-78.5157965,34.6430632
942,-77.9099437,34.2672952
943,-75.6404837,35.8427766
945,-79.1794374,35.4878553
946,-82.0417171,35.5849851
947,-79.4469823,34.9226389
948,-80.0284986,35.8624158
949,-78.9800457,35.1408306
950,-84.2228912,35.1050648
951,-82.8371981,35.5370005
952,-82.8551067,35.504293
953,-77.9630236,35.3874168
954,-78.1045569,34.5931563
955,-77.7755485,35.6540439
958,-80.6521786,35.2914685
960,-78.9119624,35.8952871
965,-78.5547591,35.73235
966,-78.5586258,35.9399885
967,-78.7966816,35.9018205
968,-78.5705974,35.897948
969,-78.5561837,35.810972
970,-78.6927604,35.7559866
971,-78.5710146,35.8564271
972,-78.6808742,35.8942215
973,-78.6732099,35.852662
974,-78.6078792,35.8668276
975,-78.5798295,35.7689658
976,-78.6130963,35.7417117
977,-78.7086618,35.7861452
978,-78.6127863,35.792604
979,-78.6617617,35.7883184
980,-78.6483785,35.8824268
981,-78.6319587,35.779483
982,-78.7017316,35.8158087
983,-80.309833,36.2016549
984,-80.2325323,36.1279714
985,-80.1856775,36.0762274
986,-80.1984433,36.1344974
987,-80.2359973,36.1620543
988,-80.2646331,36.0848613
989,-80.2292784,36.0496119
990,-80.2281636,36.094704
992,-75.6714628,36.0303916
993,-75.7563988,36.1828963
994,-77.4015711,35.5283199
996,-75.5111319,35.3521695
999,-82.1367001,35.4824309
